Age,Occupation,Marital_status,Education_level,Savings_amount,Own_car,Own_house,Monthly_income,Dead_or_Alive
54,management,married,secondary,865,yes,no,71,Alive
35,management,single,tertiary,0,no,no,276,Alive
47,labourer,divorced,secondary,1851,yes,no,140,Alive
38,businessman,married,secondary,-272,no,yes,143,Alive
40,management,married,secondary,367,yes,no,89,Alive
51,labourer,married,primary,0,no,no,85,Alive
51,labourer,married,primary,230,yes,no,673,Alive
57,labourer,married,primary,0,no,no,189,Alive
41,labourer,married,secondary,1954,no,no,65,Alive
31,businessman,single,secondary,379,yes,no,570,Alive
59,unemployed,single,secondary,-341,no,yes,94,Alive
26,labourer,single,primary,179,yes,yes,333,Alive
41,labourer,married,tertiary,13,no,no,189,Alive
39,management,married,tertiary,839,no,yes,365,Alive
25,labourer,single,secondary,192,no,no,112,Alive
33,management,single,tertiary,576,no,no,220,Alive
35,management,single,tertiary,643,yes,no,322,Alive
49,management,married,tertiary,342,no,no,433,Alive
31,labourer,married,secondary,1329,yes,yes,134,Alive
40,unemployed,married,secondary,219,yes,no,357,Alive
32,management,married,tertiary,141,yes,no,78,Alive
42,labourer,married,primary,402,no,no,31,Alive
33,labourer,married,tertiary,8023,no,no,107,Alive
48,management,married,secondary,1131,no,yes,49,Alive
28,labourer,single,secondary,1925,no,no,139,Alive
43,labourer,single,primary,0,no,no,71,Alive
30,labourer,single,secondary,103,yes,no,2053,Alive
41,management,married,secondary,1395,yes,yes,85,Alive
55,management,married,primary,621,no,yes,114,Alive
55,management,married,tertiary,1161,yes,no,8,Alive
54,management,married,unknown,24,no,no,12,Alive
55,unemployed,married,primary,2,no,no,392,Alive
57,labourer,married,secondary,295,no,no,151,Alive
27,labourer,single,secondary,-208,yes,no,127,Alive
28,management,married,tertiary,258,no,yes,93,Alive
51,management,divorced,tertiary,119,no,no,200,Alive
27,management,single,secondary,967,yes,no,162,Alive
40,labourer,divorced,secondary,-90,yes,no,130,Alive
56,unemployed,married,secondary,0,no,no,413,Alive
35,labourer,married,secondary,0,yes,no,251,Alive
47,businessman,divorced,secondary,392,yes,yes,125,Alive
49,labourer,married,primary,23,yes,no,247,Alive
35,management,single,tertiary,2486,yes,no,265,Alive
50,management,divorced,secondary,81,no,yes,64,Alive
55,labourer,married,primary,1563,yes,no,128,Alive
56,labourer,married,secondary,1602,yes,no,427,Alive
35,labourer,single,secondary,2144,yes,no,188,Alive
42,labourer,married,secondary,273,no,no,315,Alive
34,labourer,married,primary,455,yes,no,372,Alive
40,labourer,single,secondary,1038,no,no,741,Alive
33,labourer,married,secondary,-384,yes,no,125,Alive
33,management,married,tertiary,307,no,no,806,Alive
59,unemployed,divorced,secondary,93,no,no,193,Alive
51,labourer,divorced,primary,127,no,no,69,Alive
47,labourer,married,secondary,-150,no,no,52,Alive
48,management,married,tertiary,20718,yes,no,125,Alive
31,management,single,tertiary,-218,yes,no,227,Alive
39,labourer,married,secondary,5222,yes,no,239,Alive
52,management,married,secondary,484,yes,no,128,Alive
28,labourer,single,tertiary,75,yes,yes,233,Alive
56,labourer,divorced,secondary,1480,yes,yes,576,Alive
47,labourer,married,secondary,1111,no,no,415,Alive
77,unemployed,divorced,primary,639,no,no,127,Alive
39,labourer,single,secondary,29,yes,no,214,Alive
31,labourer,single,secondary,6374,yes,no,922,Alive
39,management,married,secondary,363,yes,yes,184,Alive
32,labourer,married,primary,-94,yes,yes,308,Alive
59,management,married,secondary,92,yes,no,139,Alive
42,unemployed,married,unknown,222,no,no,80,Alive
50,labourer,married,primary,249,yes,no,129,Alive
44,labourer,married,secondary,1450,yes,no,356,Alive
47,labourer,married,tertiary,2290,no,no,54,Alive
51,labourer,married,tertiary,0,no,no,81,Alive
34,labourer,married,secondary,1026,no,no,319,Alive
36,management,married,primary,3953,yes,no,277,Alive
32,labourer,single,primary,1426,yes,no,114,Alive
28,labourer,single,secondary,53,yes,no,93,Alive
34,management,married,tertiary,160,yes,yes,130,Alive
40,management,single,tertiary,171,no,no,1241,Alive
49,management,married,tertiary,3237,yes,no,232,Alive
30,unemployed,single,secondary,192,no,no,423,Alive
56,unemployed,married,tertiary,0,no,no,122,Alive
28,management,single,tertiary,385,no,yes,79,Alive
31,labourer,married,secondary,2591,yes,no,55,Alive
28,labourer,single,secondary,39,no,no,22,Alive
53,labourer,married,primary,44,no,no,256,Alive
38,management,married,tertiary,5432,yes,yes,707,Alive
54,unemployed,divorced,tertiary,349,yes,no,176,Alive
36,management,single,tertiary,20,yes,no,766,Alive
60,unemployed,divorced,tertiary,381,yes,no,208,Alive
40,management,married,secondary,4025,yes,no,107,Alive
50,management,single,secondary,167,no,yes,201,Alive
28,management,single,tertiary,278,no,yes,194,Alive
33,labourer,married,secondary,263,yes,no,206,Alive
53,unemployed,married,secondary,4968,no,no,109,Alive
38,labourer,married,secondary,581,yes,no,79,Alive
34,management,single,tertiary,682,no,no,472,Alive
41,unemployed,married,unknown,779,no,no,647,Alive
64,unemployed,married,tertiary,2139,no,no,632,Alive
45,management,married,secondary,5888,yes,no,45,Alive
38,labourer,married,secondary,0,yes,yes,146,Alive
57,management,married,tertiary,3431,yes,no,73,Alive
34,management,married,tertiary,188,no,no,399,Alive
36,labourer,single,primary,3214,yes,no,124,Alive
30,management,married,secondary,873,yes,no,119,Alive
32,labourer,married,secondary,-32,yes,no,145,Alive
42,labourer,married,secondary,1958,yes,no,124,Alive
35,management,married,secondary,76,no,yes,107,Alive
42,labourer,married,secondary,1013,no,yes,117,Alive
50,businessman,married,secondary,2731,no,no,111,Alive
38,management,married,secondary,93,no,no,515,Alive
38,unemployed,married,secondary,173,no,no,205,Alive
55,management,married,primary,384,no,no,75,Alive
60,labourer,married,unknown,491,no,no,503,Alive
33,management,married,tertiary,728,yes,no,275,Alive
30,labourer,single,secondary,411,yes,no,948,Alive
30,management,single,tertiary,265,no,no,295,Alive
51,management,married,tertiary,-3,no,no,79,Alive
37,management,married,tertiary,586,yes,no,141,Alive
37,labourer,married,primary,-196,yes,no,166,Alive
45,labourer,married,primary,700,yes,no,29,Alive
37,labourer,married,secondary,-67,no,no,157,Alive
48,management,married,tertiary,1600,no,no,448,Alive
42,labourer,married,secondary,508,yes,no,70,Alive
49,labourer,married,primary,486,no,no,229,Alive
36,management,single,tertiary,243,yes,no,160,Alive
54,unemployed,married,secondary,203,yes,no,238,Alive
52,management,married,tertiary,1944,yes,no,238,Alive
30,management,married,tertiary,882,no,no,102,Alive
37,labourer,married,secondary,2924,no,no,74,Alive
31,unemployed,married,secondary,20,no,no,52,Alive
26,management,married,secondary,1417,yes,no,60,Alive
51,management,divorced,secondary,340,yes,no,186,Alive
34,labourer,single,secondary,4062,yes,yes,29,Alive
26,labourer,married,primary,133,no,yes,57,Alive
32,management,single,tertiary,0,yes,yes,107,Alive
38,labourer,married,secondary,8876,no,no,280,Alive
52,management,married,secondary,423,yes,yes,139,Alive
44,management,married,tertiary,58,yes,no,72,Alive
31,labourer,married,secondary,5,yes,no,216,Alive
38,labourer,married,primary,175,no,no,132,Alive
32,labourer,married,primary,1349,yes,no,132,Alive
41,labourer,married,primary,6596,yes,no,88,Alive
48,management,married,tertiary,1741,yes,yes,40,Alive
29,labourer,married,primary,25,yes,no,188,Alive
41,management,married,tertiary,0,yes,no,161,Alive
49,management,married,tertiary,4374,yes,no,68,Alive
40,management,married,tertiary,16,no,yes,47,Alive
27,management,single,tertiary,574,yes,no,196,Alive
45,labourer,single,secondary,615,yes,no,133,Alive
48,businessman,divorced,tertiary,0,yes,yes,139,Alive
31,labourer,married,secondary,395,no,no,174,Alive
45,labourer,married,primary,678,no,no,104,Alive
43,labourer,married,primary,25,no,no,121,Alive
31,management,single,secondary,626,yes,no,211,Alive
37,management,married,tertiary,165,no,no,315,Alive
38,unemployed,married,secondary,746,no,no,256,Alive
29,labourer,married,secondary,376,no,yes,49,Alive
28,labourer,married,primary,-55,yes,no,361,Alive
55,labourer,divorced,primary,0,no,no,398,Alive
27,labourer,divorced,secondary,21,yes,no,336,Alive
43,unemployed,married,tertiary,3003,no,no,358,Alive
29,management,single,tertiary,92,no,no,101,Alive
52,labourer,divorced,secondary,511,no,yes,98,Alive
33,labourer,married,primary,6904,no,no,114,Alive
27,labourer,single,secondary,795,no,no,101,Alive
27,labourer,single,secondary,0,no,no,161,Alive
31,management,married,tertiary,166,no,no,392,Alive
31,unemployed,married,secondary,157,yes,no,285,Alive
45,labourer,divorced,secondary,0,no,no,64,Alive
34,labourer,single,secondary,0,no,no,195,Alive
48,management,divorced,tertiary,174,no,no,290,Alive
47,labourer,married,secondary,1536,yes,no,41,Alive
49,labourer,married,secondary,1114,no,no,283,Alive
55,unemployed,divorced,tertiary,816,no,no,113,Alive
51,management,single,tertiary,1202,yes,no,99,Alive
37,management,single,tertiary,600,yes,no,116,Alive
33,labourer,divorced,secondary,6,no,no,239,Alive
33,labourer,married,unknown,2655,yes,no,195,Alive
29,management,single,tertiary,499,yes,no,338,Alive
57,labourer,divorced,primary,0,no,no,97,Alive
60,unemployed,married,secondary,197,no,no,1386,Alive
51,labourer,married,primary,289,no,no,97,Alive
45,labourer,single,tertiary,5336,no,no,99,Alive
45,management,married,secondary,434,no,no,76,Alive
39,management,married,tertiary,691,yes,yes,517,Alive
25,labourer,single,secondary,-250,yes,no,456,Alive
47,labourer,married,secondary,3696,yes,no,635,Alive
34,labourer,married,secondary,2595,yes,yes,126,Alive
40,unemployed,married,secondary,1077,yes,yes,148,Alive
48,labourer,divorced,secondary,501,yes,no,12,Alive
39,labourer,single,tertiary,21,yes,no,58,Alive
38,labourer,married,secondary,797,yes,no,62,Alive
32,labourer,single,secondary,1659,yes,no,120,Alive
27,businessman,married,secondary,97,yes,yes,13,Alive
47,labourer,married,primary,2,yes,yes,661,Alive
40,management,married,tertiary,384,no,no,200,Alive
41,labourer,married,tertiary,63,no,no,36,Alive
40,management,married,secondary,1327,yes,yes,76,Alive
39,labourer,married,secondary,284,yes,yes,1426,Alive
45,labourer,married,secondary,3395,yes,no,92,Alive
31,labourer,single,secondary,2038,yes,no,148,Alive
27,management,single,secondary,15,no,yes,177,Alive
56,labourer,single,secondary,1187,yes,no,47,Alive
39,management,married,secondary,3047,yes,no,279,Alive
52,management,married,tertiary,11650,yes,no,48,Alive
58,management,single,tertiary,1387,yes,no,174,Alive
48,labourer,single,tertiary,0,no,no,73,Alive
33,labourer,single,secondary,1387,no,no,185,Alive
38,labourer,divorced,secondary,446,yes,no,373,Alive
42,labourer,single,secondary,275,no,no,31,Alive
36,management,divorced,secondary,1655,yes,no,155,Alive
35,labourer,single,secondary,196,yes,no,318,Alive
45,labourer,single,tertiary,0,no,no,87,Alive
51,labourer,married,secondary,1327,no,no,21,Alive
43,labourer,married,primary,0,yes,no,152,Alive
45,labourer,divorced,tertiary,206,no,no,376,Alive
30,management,single,secondary,523,no,yes,136,Alive
40,management,married,tertiary,0,no,no,61,Alive
56,labourer,married,primary,444,yes,no,432,Alive
48,management,divorced,tertiary,1401,yes,no,72,Alive
32,management,married,secondary,205,no,no,197,Alive
47,management,single,secondary,3957,yes,no,58,Alive
30,labourer,single,secondary,9645,no,yes,130,Alive
37,management,married,tertiary,620,yes,no,93,Alive
52,labourer,single,secondary,1541,yes,no,243,Alive
49,unemployed,married,primary,-37,no,no,191,Alive
53,management,married,tertiary,-601,yes,no,509,Alive
53,labourer,married,secondary,197,yes,no,307,Alive
34,labourer,divorced,secondary,-276,yes,no,175,Alive
40,management,married,secondary,824,yes,no,359,Alive
39,labourer,married,secondary,636,yes,no,15,Alive
33,labourer,married,secondary,19,yes,no,56,Alive
41,labourer,married,secondary,641,yes,no,161,Alive
31,management,single,tertiary,2983,yes,no,153,Alive
45,labourer,divorced,secondary,0,yes,yes,173,Alive
23,management,single,secondary,252,yes,no,56,Alive
51,management,divorced,tertiary,119,no,no,112,Alive
34,management,single,tertiary,171,yes,no,191,Alive
36,management,married,tertiary,0,yes,no,145,Alive
42,management,divorced,secondary,-249,yes,no,149,Alive
33,management,married,tertiary,455,yes,yes,122,Alive
46,management,married,secondary,10,yes,no,122,Alive
37,management,married,secondary,529,yes,no,234,Alive
33,management,single,tertiary,1859,yes,no,1169,Alive
30,management,single,secondary,613,yes,no,180,Alive
53,labourer,divorced,secondary,751,yes,no,343,Alive
46,management,married,secondary,0,no,no,38,Alive
35,management,married,tertiary,1471,yes,yes,236,Alive
36,labourer,single,secondary,7503,yes,no,25,Alive
46,labourer,married,secondary,68,yes,yes,87,Alive
31,labourer,single,secondary,530,no,yes,251,Alive
52,management,married,tertiary,1319,yes,no,113,Alive
48,management,single,secondary,479,yes,yes,533,Alive
45,labourer,married,primary,360,no,no,98,Alive
36,management,single,tertiary,2163,no,no,317,Alive
53,unemployed,married,primary,136,yes,no,267,Alive
35,management,married,tertiary,-196,yes,no,216,Alive
44,management,married,tertiary,4087,yes,no,457,Alive
38,management,married,tertiary,1354,yes,no,50,Alive
44,labourer,married,primary,2,no,yes,46,Alive
51,labourer,married,unknown,2337,yes,no,133,Alive
32,labourer,single,tertiary,514,yes,yes,138,Alive
59,labourer,married,primary,6212,yes,no,574,Alive
31,management,single,tertiary,424,no,yes,224,Alive
52,management,married,tertiary,499,no,no,115,Alive
26,labourer,married,tertiary,8,yes,yes,262,Alive
40,labourer,married,secondary,1305,no,no,255,Alive
35,labourer,single,secondary,300,yes,no,338,Alive
54,management,married,primary,976,yes,no,137,Alive
36,businessman,married,tertiary,2700,no,no,99,Alive
45,unemployed,married,tertiary,-497,yes,yes,260,Alive
29,unemployed,single,secondary,2424,no,no,93,Alive
49,management,divorced,tertiary,-2049,yes,no,169,Alive
52,labourer,married,secondary,2081,yes,no,150,Alive
52,management,married,secondary,189,no,no,90,Alive
47,unemployed,divorced,secondary,0,no,yes,127,Alive
33,labourer,divorced,secondary,327,yes,no,109,Alive
30,labourer,single,secondary,426,yes,no,127,Alive
52,unemployed,divorced,secondary,1291,yes,no,559,Alive
54,management,divorced,tertiary,3473,yes,no,306,Alive
59,unemployed,married,secondary,434,yes,no,63,Alive
35,management,married,tertiary,105,yes,no,36,Alive
29,labourer,married,secondary,975,yes,no,265,Alive
33,labourer,single,secondary,-479,no,no,235,Alive
32,labourer,married,primary,62,yes,yes,120,Alive
50,labourer,married,primary,0,no,no,199,Alive
54,businessman,married,secondary,0,no,no,96,Alive
49,labourer,single,secondary,1202,yes,no,122,Alive
39,management,single,secondary,2854,yes,no,64,Alive
34,management,single,tertiary,9,no,no,439,Alive
31,unemployed,single,secondary,203,no,yes,177,Alive
46,labourer,divorced,tertiary,0,yes,no,249,Alive
59,unemployed,married,secondary,2467,no,no,972,Alive
32,labourer,married,tertiary,3850,yes,no,63,Alive
39,management,married,secondary,47,yes,no,143,Alive
54,labourer,married,primary,1895,yes,no,345,Alive
33,labourer,divorced,secondary,522,no,yes,559,Alive
59,labourer,married,secondary,-918,yes,no,253,Alive
28,labourer,single,secondary,-193,no,no,580,Alive
48,labourer,married,secondary,48,yes,yes,144,Alive
39,management,married,tertiary,0,yes,yes,301,Alive
41,labourer,married,secondary,201,no,yes,53,Alive
33,management,single,secondary,598,yes,no,189,Alive
37,management,married,primary,1506,no,no,101,Alive
30,management,married,tertiary,26,yes,no,62,Alive
36,management,married,tertiary,1582,no,no,26,Alive
53,labourer,divorced,primary,559,no,no,16,Alive
26,management,single,secondary,0,yes,no,157,Alive
59,unemployed,married,primary,-411,no,no,225,Alive
44,labourer,single,secondary,36,yes,no,712,Alive
55,unemployed,married,secondary,512,no,no,70,Alive
26,labourer,single,secondary,786,yes,yes,103,Alive
41,labourer,married,primary,3658,yes,no,268,Alive
28,management,single,tertiary,-227,yes,no,298,Alive
40,management,married,tertiary,423,yes,no,134,Alive
47,unemployed,divorced,secondary,947,no,no,124,Alive
39,labourer,married,primary,324,yes,no,340,Alive
38,labourer,married,secondary,0,yes,no,254,Alive
37,labourer,married,secondary,1694,yes,yes,404,Alive
36,labourer,married,secondary,2894,yes,no,747,Alive
53,management,married,secondary,2693,no,no,140,Alive
47,labourer,married,secondary,644,no,no,54,Alive
28,management,single,tertiary,185,no,no,651,Alive
32,labourer,single,unknown,1583,yes,no,57,Alive
25,management,single,tertiary,2399,yes,no,193,Alive
39,management,married,tertiary,1322,yes,no,157,Alive
60,unemployed,married,secondary,194,no,yes,61,Alive
39,management,married,secondary,1221,no,no,97,Alive
31,management,single,secondary,-302,yes,yes,235,Alive
45,management,married,secondary,256,no,no,135,Alive
36,labourer,single,secondary,0,no,yes,109,Alive
44,labourer,married,secondary,1335,yes,no,94,Alive
33,unemployed,single,secondary,682,no,no,251,Alive
31,management,married,tertiary,0,no,no,76,Alive
38,management,divorced,secondary,3834,yes,no,363,Alive
50,unemployed,married,secondary,5312,no,no,106,Alive
40,management,divorced,unknown,4095,yes,no,281,Alive
33,labourer,married,secondary,0,no,no,78,Alive
42,management,married,secondary,-1386,yes,yes,56,Alive
42,management,single,tertiary,525,no,no,127,Alive
33,labourer,married,secondary,2,no,no,74,Alive
40,labourer,married,unknown,0,no,yes,161,Alive
52,labourer,married,secondary,1500,no,yes,109,Alive
49,labourer,married,secondary,378,no,no,189,Alive
30,management,single,tertiary,552,yes,no,648,Alive
26,labourer,single,secondary,-84,yes,yes,63,Alive
40,management,married,secondary,-240,no,yes,160,Alive
30,labourer,married,secondary,501,yes,yes,514,Alive
55,unemployed,married,tertiary,5345,no,no,278,Alive
48,unemployed,married,secondary,1559,no,no,520,Alive
28,labourer,single,tertiary,0,yes,no,217,Alive
54,management,married,secondary,0,yes,yes,117,Alive
36,management,married,secondary,1989,no,no,344,Alive
34,management,single,secondary,598,yes,no,365,Alive
39,labourer,married,tertiary,94,no,no,181,Alive
66,unemployed,married,secondary,3473,no,no,441,Alive
42,labourer,married,secondary,349,yes,no,226,Alive
55,unemployed,married,primary,3876,no,no,54,Alive
85,unemployed,married,unknown,1934,no,no,140,Alive
63,labourer,married,secondary,2,no,no,45,Alive
37,management,single,secondary,9,yes,no,165,Alive
24,labourer,single,secondary,11,yes,no,114,Alive
34,labourer,single,secondary,60,no,no,274,Alive
28,management,single,tertiary,882,no,yes,107,Alive
58,unemployed,divorced,tertiary,499,yes,yes,181,Alive
49,labourer,divorced,primary,198,yes,no,205,Alive
31,labourer,single,secondary,2093,no,no,103,Alive
56,unemployed,married,secondary,74,yes,no,152,Alive
43,labourer,married,secondary,1220,no,no,307,Alive
32,labourer,single,secondary,1342,yes,no,109,Alive
55,labourer,married,unknown,6134,no,no,127,Alive
55,labourer,married,primary,3680,no,no,131,Alive
31,labourer,married,primary,605,yes,no,334,Alive
49,management,married,secondary,104,yes,no,285,Alive
41,management,married,secondary,683,no,yes,77,Alive
56,unemployed,divorced,primary,48,yes,no,132,Alive
50,labourer,divorced,primary,15,yes,no,173,Alive
37,labourer,single,secondary,6714,yes,no,90,Alive
35,labourer,married,primary,623,yes,no,97,Alive
52,labourer,married,secondary,234,no,no,208,Alive
33,labourer,married,tertiary,599,yes,no,461,Alive
42,management,married,tertiary,9916,yes,no,306,Alive
33,management,single,secondary,3160,no,no,719,Alive
35,management,single,secondary,0,yes,no,376,Alive
28,labourer,single,tertiary,2306,no,no,140,Alive
41,management,divorced,secondary,2550,yes,no,894,Alive
44,labourer,married,secondary,701,no,yes,269,Alive
26,labourer,single,secondary,3244,no,no,141,Alive
40,management,single,tertiary,402,yes,no,243,Alive
37,management,married,tertiary,6014,yes,no,163,Alive
33,labourer,married,secondary,-81,yes,no,339,Alive
36,management,married,secondary,898,no,no,118,Alive
28,unemployed,married,secondary,863,yes,yes,355,Alive
37,unemployed,single,primary,235,yes,no,191,Alive
32,labourer,single,secondary,12,no,no,173,Alive
49,labourer,married,secondary,298,yes,no,264,Alive
36,labourer,married,secondary,3463,yes,no,29,Alive
39,labourer,married,primary,13338,no,no,103,Alive
34,labourer,married,unknown,391,yes,yes,34,Alive
32,labourer,single,tertiary,569,no,yes,348,Alive
26,labourer,married,secondary,54,yes,no,116,Alive
46,management,divorced,secondary,875,yes,yes,269,Alive
78,unemployed,divorced,secondary,631,no,no,95,Alive
47,management,married,secondary,3434,yes,yes,337,Alive
80,unemployed,married,secondary,1610,no,no,71,Alive
25,labourer,single,tertiary,505,yes,no,37,Alive
50,management,married,tertiary,11528,yes,no,57,Alive
36,management,divorced,tertiary,102,yes,no,114,Alive
42,unemployed,married,primary,-581,yes,no,224,Alive
54,management,married,tertiary,0,yes,no,140,Alive
43,unemployed,married,primary,7298,no,no,36,Alive
29,labourer,married,secondary,0,no,no,45,Alive
36,management,married,tertiary,909,yes,yes,250,Alive
59,labourer,married,unknown,337,no,no,100,Alive
47,management,married,secondary,829,yes,yes,48,Alive
36,labourer,single,secondary,301,yes,yes,367,Alive
56,labourer,married,secondary,147,no,no,203,Alive
55,unemployed,divorced,secondary,282,yes,no,99,Alive
38,labourer,divorced,secondary,1294,yes,no,565,Alive
39,labourer,divorced,secondary,0,yes,no,275,Alive
35,management,single,tertiary,995,no,no,39,Alive
54,labourer,married,primary,532,no,no,73,Alive
32,labourer,single,tertiary,785,no,no,273,Alive
30,labourer,divorced,secondary,3028,yes,no,65,Alive
51,labourer,married,secondary,1022,yes,no,311,Alive
39,management,married,primary,0,no,no,308,Alive
46,labourer,married,secondary,792,no,no,170,Alive
33,management,single,tertiary,490,yes,no,31,Alive
34,management,married,tertiary,417,yes,no,138,Alive
33,management,married,tertiary,2071,no,no,106,Alive
55,labourer,single,primary,1187,yes,no,193,Alive
49,labourer,married,secondary,280,yes,no,162,Alive
37,unemployed,married,tertiary,1236,no,no,300,Alive
29,labourer,single,tertiary,910,yes,no,278,Alive
28,management,single,secondary,-994,yes,yes,174,Alive
21,unemployed,single,secondary,1333,no,no,120,Alive
44,labourer,married,secondary,850,no,yes,220,Alive
30,management,single,tertiary,3773,yes,no,99,Alive
46,management,married,tertiary,460,no,no,56,Alive
33,businessman,married,secondary,3140,yes,yes,7,Alive
40,labourer,married,secondary,1028,yes,yes,319,Alive
42,management,single,tertiary,4264,yes,no,882,Alive
44,management,divorced,tertiary,3932,yes,no,40,Alive
32,management,married,secondary,-1,no,no,228,Alive
34,labourer,married,secondary,1682,yes,yes,123,Alive
55,businessman,married,secondary,814,no,yes,69,Alive
35,labourer,married,secondary,819,yes,no,102,Alive
47,management,married,secondary,1265,no,no,137,Alive
29,management,single,tertiary,514,no,no,270,Alive
47,labourer,married,secondary,1764,no,yes,119,Alive
39,labourer,married,primary,275,yes,no,189,Alive
40,labourer,married,primary,592,yes,no,80,Alive
42,management,single,secondary,1143,yes,yes,106,Alive
31,management,married,tertiary,546,no,no,147,Alive
31,management,married,tertiary,1164,yes,yes,238,Alive
82,labourer,divorced,primary,1381,no,no,86,Alive
44,management,divorced,tertiary,0,no,no,373,Alive
32,labourer,single,secondary,659,yes,no,12,Alive
40,labourer,married,secondary,192,yes,yes,16,Alive
26,management,single,secondary,-12,yes,no,98,Alive
30,management,single,secondary,186,yes,no,390,Alive
45,labourer,married,secondary,2246,yes,yes,197,Alive
32,management,single,tertiary,124,no,no,87,Alive
56,management,married,secondary,2087,yes,no,146,Alive
58,labourer,married,secondary,1298,yes,no,516,Alive
28,management,single,unknown,101,yes,no,224,Alive
43,management,married,tertiary,46,no,no,63,Alive
34,businessman,divorced,tertiary,262,no,no,371,Alive
40,labourer,married,secondary,0,yes,no,43,Alive
31,unemployed,single,tertiary,17924,yes,no,608,Alive
28,management,married,tertiary,167,yes,yes,126,Alive
45,management,married,secondary,967,no,no,63,Alive
33,labourer,married,secondary,0,yes,no,305,Alive
42,management,married,primary,1547,yes,yes,272,Alive
32,labourer,married,primary,388,yes,no,171,Alive
41,unemployed,married,secondary,1,no,no,55,Alive
32,management,married,secondary,0,no,no,209,Alive
37,unemployed,married,secondary,80,no,no,248,Alive
57,management,married,secondary,4168,yes,yes,47,Alive
56,management,married,tertiary,0,no,no,844,Alive
37,management,single,secondary,781,no,no,75,Alive
34,management,married,secondary,804,yes,no,256,Alive
46,labourer,married,tertiary,993,yes,no,78,Alive
40,labourer,married,primary,34,yes,no,350,Alive
32,labourer,single,tertiary,0,no,no,72,Alive
28,management,single,secondary,520,yes,no,29,Alive
46,unemployed,married,secondary,567,no,no,142,Alive
44,management,married,tertiary,7177,no,no,89,Alive
55,management,divorced,primary,3629,yes,no,87,Alive
75,unemployed,divorced,secondary,2199,no,no,137,Alive
41,management,married,tertiary,223,yes,no,124,Alive
30,labourer,single,primary,185,no,no,11,Alive
33,businessman,married,secondary,5809,yes,no,219,Alive
43,unemployed,married,secondary,210,yes,no,88,Alive
49,unemployed,married,secondary,-199,yes,yes,385,Alive
32,labourer,married,secondary,897,yes,no,293,Alive
26,labourer,divorced,secondary,0,yes,no,48,Alive
55,labourer,divorced,secondary,7378,no,no,316,Alive
46,management,single,tertiary,593,yes,no,190,Alive
31,management,married,tertiary,1224,yes,yes,75,Alive
34,management,married,tertiary,3031,no,no,94,Alive
37,labourer,married,primary,708,yes,no,51,Alive
29,labourer,single,tertiary,542,yes,no,338,Alive
24,management,single,tertiary,1141,yes,no,230,Alive
46,management,married,secondary,-42,no,yes,181,Alive
41,management,married,tertiary,-556,yes,yes,127,Alive
52,labourer,married,unknown,482,yes,yes,83,Alive
27,labourer,single,tertiary,1501,yes,no,187,Alive
44,management,married,tertiary,1850,yes,no,274,Alive
39,labourer,married,secondary,2266,no,no,86,Alive
52,labourer,married,primary,3283,no,no,553,Alive
77,unemployed,single,primary,300,no,no,511,Alive
35,labourer,married,secondary,1,yes,yes,85,Alive
49,management,divorced,tertiary,178,no,no,174,Alive
37,labourer,married,secondary,187,no,no,165,Alive
46,management,married,tertiary,229,yes,no,197,Alive
43,businessman,single,tertiary,42,no,no,285,Alive
35,labourer,married,primary,-367,yes,no,77,Alive
29,management,single,tertiary,8,no,yes,107,Alive
52,labourer,married,primary,256,no,no,137,Alive
55,management,married,secondary,2410,yes,no,135,Alive
33,labourer,married,tertiary,2976,yes,no,465,Alive
40,labourer,divorced,secondary,-426,no,yes,245,Alive
39,labourer,married,secondary,39,yes,no,34,Alive
61,labourer,divorced,primary,1428,yes,no,82,Alive
63,unemployed,married,secondary,2030,no,no,61,Alive
44,management,married,tertiary,-1636,yes,yes,257,Alive
52,labourer,married,secondary,108,yes,no,543,Alive
58,unemployed,single,tertiary,2094,no,no,161,Alive
38,management,married,secondary,47,yes,yes,50,Alive
51,labourer,married,primary,618,yes,yes,69,Alive
29,unemployed,single,tertiary,162,no,yes,324,Alive
42,management,married,tertiary,-671,no,no,80,Alive
56,labourer,married,primary,136,no,no,270,Alive
55,labourer,married,secondary,6958,yes,yes,178,Alive
43,labourer,married,primary,953,yes,no,135,Alive
27,labourer,married,secondary,821,yes,yes,23,Alive
54,labourer,married,secondary,131,no,no,252,Alive
25,management,single,secondary,1272,yes,no,342,Alive
33,labourer,married,primary,-306,yes,yes,851,Alive
46,management,divorced,secondary,3201,yes,no,157,Alive
26,labourer,single,secondary,1114,no,no,44,Alive
30,management,married,tertiary,4168,no,no,198,Alive
39,labourer,married,secondary,0,yes,no,203,Alive
58,management,married,unknown,0,yes,no,219,Alive
49,labourer,married,secondary,3309,yes,no,349,Alive
49,labourer,married,secondary,1377,yes,no,1101,Alive
43,labourer,married,secondary,150,no,no,290,Alive
60,management,married,tertiary,553,yes,no,343,Alive
57,labourer,married,secondary,458,no,yes,177,Alive
38,labourer,married,secondary,565,no,no,93,Alive
56,labourer,married,secondary,0,yes,yes,152,Alive
45,unemployed,married,secondary,2278,no,no,1735,Alive
45,management,married,tertiary,210,yes,no,623,Alive
44,labourer,married,unknown,15578,yes,no,401,Alive
40,labourer,married,primary,236,yes,no,167,Alive
38,management,single,tertiary,1704,no,no,222,Alive
55,management,divorced,secondary,1693,no,no,247,Alive
